captured_at,entry_id,on_off
2017-07-24 01:57:37 EDT,204,0
2017-07-24 01:58:37 EDT,205,0
2017-07-24 01:59:38 EDT,206,0
2017-07-24 02:00:38 EDT,207,0
2017-07-24 02:01:38 EDT,208,0
2017-07-24 02:02:38 EDT,209,0
2017-07-24 02:03:39 EDT,210,0
2017-07-24 02:04:39 EDT,211,0
2017-07-24 02:05:39 EDT,212,0
2017-07-24 02:06:39 EDT,213,0
2017-07-24 02:07:39 EDT,214,0
2017-07-24 02:08:39 EDT,215,0
2017-07-24 02:09:40 EDT,216,0
2017-07-24 02:10:40 EDT,217,0
2017-07-24 02:11:40 EDT,218,0
2017-07-24 02:12:40 EDT,219,0
2017-07-24 02:13:40 EDT,220,0
2017-07-24 02:14:41 EDT,221,0
2017-07-24 02:15:41 EDT,222,0
2017-07-24 02:16:41 EDT,223,0
2017-07-24 02:17:41 EDT,224,0
2017-07-24 02:18:41 EDT,225,0
2017-07-24 02:19:41 EDT,226,0
2017-07-24 02:20:42 EDT,227,0
2017-07-24 02:21:42 EDT,228,0
2017-07-24 02:22:42 EDT,229,0
2017-07-24 02:23:42 EDT,230,0
2017-07-24 02:24:42 EDT,231,0
2017-07-24 02:25:43 EDT,232,0
2017-07-24 02:26:43 EDT,233,0
2017-07-24 02:27:43 EDT,234,0
2017-07-24 02:28:43 EDT,235,0
2017-07-24 02:29:43 EDT,236,0
2017-07-24 02:30:44 EDT,237,0
2017-07-24 02:31:44 EDT,238,0
2017-07-24 02:32:44 EDT,239,0
2017-07-24 02:33:44 EDT,240,0
2017-07-24 02:34:44 EDT,241,0
2017-07-24 02:35:45 EDT,242,0
2017-07-24 02:36:45 EDT,243,0
2017-07-24 02:37:45 EDT,244,0
2017-07-24 02:38:45 EDT,245,0
2017-07-24 02:39:45 EDT,246,0
2017-07-24 02:40:46 EDT,247,0
2017-07-24 02:41:46 EDT,248,0
2017-07-24 02:42:46 EDT,249,0
2017-07-24 02:43:47 EDT,250,0
2017-07-24 02:44:47 EDT,251,0
2017-07-24 02:45:47 EDT,252,0
2017-07-24 02:46:47 EDT,253,0
2017-07-24 02:47:48 EDT,254,0
2017-07-24 02:48:48 EDT,255,0
2017-07-24 02:49:48 EDT,256,0
2017-07-24 02:50:48 EDT,257,0
2017-07-24 02:51:48 EDT,258,0
2017-07-24 02:52:48 EDT,259,0
2017-07-24 02:53:49 EDT,260,0
2017-07-24 02:54:49 EDT,261,0
2017-07-24 02:55:49 EDT,262,0
2017-07-24 02:56:49 EDT,263,0
2017-07-24 02:57:49 EDT,264,0
2017-07-24 02:58:50 EDT,265,0
2017-07-24 02:59:50 EDT,266,0
2017-07-24 03:00:50 EDT,267,0
2017-07-24 03:01:50 EDT,268,0
2017-07-24 03:02:50 EDT,269,0
2017-07-24 03:03:50 EDT,270,0
2017-07-24 03:04:51 EDT,271,0
2017-07-24 03:05:51 EDT,272,0
2017-07-24 03:06:51 EDT,273,0
2017-07-24 03:07:51 EDT,274,0
2017-07-24 03:08:51 EDT,275,0
2017-07-24 03:09:52 EDT,276,0
2017-07-24 03:10:52 EDT,277,0
2017-07-24 03:11:52 EDT,278,0
2017-07-24 03:12:52 EDT,279,0
2017-07-24 03:13:52 EDT,280,0
2017-07-24 03:14:53 EDT,281,0
2017-07-24 03:15:53 EDT,282,0
2017-07-24 03:16:53 EDT,283,0
2017-07-24 03:17:53 EDT,284,0
2017-07-24 03:18:53 EDT,285,0
2017-07-24 03:19:54 EDT,286,0
2017-07-24 03:20:54 EDT,287,0
2017-07-24 03:21:54 EDT,288,0
2017-07-24 03:22:54 EDT,289,0
2017-07-24 03:23:54 EDT,290,0
2017-07-24 03:24:55 EDT,291,0
2017-07-24 03:25:55 EDT,292,0
2017-07-24 03:26:55 EDT,293,0
2017-07-24 03:27:55 EDT,294,0
2017-07-24 03:28:55 EDT,295,0
2017-07-24 03:29:55 EDT,296,0
2017-07-24 03:30:56 EDT,297,0
2017-07-24 03:31:56 EDT,298,0
2017-07-24 03:32:56 EDT,299,0
2017-07-24 03:33:57 EDT,300,0
2017-07-24 03:34:57 EDT,301,0
2017-07-24 03:35:57 EDT,302,0
2017-07-24 03:36:57 EDT,303,0
2017-07-24 03:37:57 EDT,304,0
2017-07-24 03:38:58 EDT,305,0
2017-07-24 03:39:58 EDT,306,0
2017-07-24 03:40:58 EDT,307,0
2017-07-24 03:41:58 EDT,308,0
2017-07-24 03:42:58 EDT,309,0
2017-07-24 03:43:59 EDT,310,0
2017-07-24 03:45:00 EDT,311,0
2017-07-24 03:46:00 EDT,312,0
2017-07-24 03:47:00 EDT,313,0
2017-07-24 03:48:00 EDT,314,0
2017-07-24 03:49:00 EDT,315,0
2017-07-24 03:50:00 EDT,316,0
2017-07-24 03:51:01 EDT,317,0
2017-07-24 03:52:01 EDT,318,0
2017-07-24 03:53:01 EDT,319,0
2017-07-24 03:54:01 EDT,320,0
2017-07-24 03:55:02 EDT,321,0
2017-07-24 03:56:02 EDT,322,0
2017-07-24 03:57:03 EDT,323,0
2017-07-24 03:58:03 EDT,324,0
2017-07-24 03:59:03 EDT,325,0
2017-07-24 04:00:04 EDT,326,0
2017-07-24 04:01:04 EDT,327,0
2017-07-24 04:02:04 EDT,328,0
2017-07-24 04:03:06 EDT,329,0
2017-07-24 04:04:06 EDT,330,0
2017-07-24 04:05:06 EDT,331,0
2017-07-24 04:06:07 EDT,332,0
2017-07-24 04:07:08 EDT,333,0
2017-07-24 04:08:08 EDT,334,0
2017-07-24 04:09:09 EDT,335,0
2017-07-24 04:10:11 EDT,336,0
2017-07-24 04:11:11 EDT,337,0
2017-07-24 04:12:11 EDT,338,0
2017-07-24 04:13:12 EDT,339,0
2017-07-24 04:14:12 EDT,340,0
2017-07-24 04:15:12 EDT,341,0
2017-07-24 04:16:12 EDT,342,0
2017-07-24 04:17:13 EDT,343,0
2017-07-24 04:18:13 EDT,344,0
2017-07-24 04:19:13 EDT,345,0
2017-07-24 04:20:13 EDT,346,0
2017-07-24 04:21:14 EDT,347,0
2017-07-24 04:22:14 EDT,348,0
2017-07-24 04:23:14 EDT,349,0
2017-07-24 04:24:15 EDT,350,0
2017-07-24 04:25:15 EDT,351,0
2017-07-24 04:26:15 EDT,352,0
2017-07-24 04:27:15 EDT,353,0
2017-07-24 04:28:15 EDT,354,0
2017-07-24 04:29:15 EDT,355,0
2017-07-24 04:30:17 EDT,356,0
2017-07-24 04:31:18 EDT,357,0
2017-07-24 04:32:18 EDT,358,0
2017-07-24 04:33:18 EDT,359,0
2017-07-24 04:34:18 EDT,360,0
2017-07-24 04:35:19 EDT,361,0
2017-07-24 04:36:19 EDT,362,0
2017-07-24 04:37:19 EDT,363,0
2017-07-24 04:38:19 EDT,364,0
2017-07-24 04:39:19 EDT,365,0
2017-07-24 04:40:20 EDT,366,0
2017-07-24 04:41:20 EDT,367,0
2017-07-24 04:42:20 EDT,368,0
2017-07-24 04:43:20 EDT,369,0
2017-07-24 04:44:21 EDT,370,0
2017-07-24 04:45:21 EDT,371,0
2017-07-24 04:46:21 EDT,372,0
2017-07-24 04:47:21 EDT,373,0
2017-07-24 04:48:21 EDT,374,0
2017-07-24 04:49:21 EDT,375,0
2017-07-24 04:50:22 EDT,376,0
2017-07-24 04:51:22 EDT,377,0
2017-07-24 04:52:22 EDT,378,0
2017-07-24 04:53:22 EDT,379,0
2017-07-24 04:54:22 EDT,380,0
2017-07-24 04:55:23 EDT,381,0
2017-07-24 04:56:23 EDT,382,0
2017-07-24 04:57:23 EDT,383,0
2017-07-24 04:58:23 EDT,384,0
2017-07-24 04:59:24 EDT,385,0
2017-07-24 05:00:24 EDT,386,0
2017-07-24 05:01:24 EDT,387,0
2017-07-24 05:02:24 EDT,388,0
2017-07-24 05:03:25 EDT,389,0
2017-07-24 05:04:25 EDT,390,0
2017-07-24 05:05:26 EDT,391,0
2017-07-24 05:06:26 EDT,392,0
2017-07-24 05:07:26 EDT,393,0
2017-07-24 05:08:26 EDT,394,0
2017-07-24 05:09:26 EDT,395,0
2017-07-24 05:10:27 EDT,396,0
2017-07-24 05:11:27 EDT,397,0
2017-07-24 05:12:27 EDT,398,0
2017-07-24 05:13:27 EDT,399,0
2017-07-24 05:14:27 EDT,400,0
2017-07-24 05:15:29 EDT,401,0
2017-07-24 05:16:29 EDT,402,0
2017-07-24 05:17:29 EDT,403,0
2017-07-24 05:18:29 EDT,404,0
2017-07-24 05:19:29 EDT,405,0
2017-07-24 05:20:30 EDT,406,0
2017-07-24 05:21:30 EDT,407,0
2017-07-24 05:22:30 EDT,408,0
2017-07-24 05:23:30 EDT,409,0
2017-07-24 05:24:30 EDT,410,0
2017-07-24 05:25:31 EDT,411,0
2017-07-24 05:26:31 EDT,412,0
2017-07-24 05:27:32 EDT,413,0
2017-07-24 05:28:32 EDT,414,0
2017-07-24 05:29:32 EDT,415,0
2017-07-24 05:30:32 EDT,416,0
2017-07-24 05:31:33 EDT,417,0
2017-07-24 05:32:33 EDT,418,0
2017-07-24 05:33:33 EDT,419,0
2017-07-24 05:34:33 EDT,420,0
2017-07-24 05:35:33 EDT,421,0
2017-07-24 05:36:34 EDT,422,0
2017-07-24 05:37:34 EDT,423,0
2017-07-24 05:38:34 EDT,424,0
2017-07-24 05:39:34 EDT,425,0
2017-07-24 05:40:34 EDT,426,0
2017-07-24 05:41:34 EDT,427,0
2017-07-24 05:42:35 EDT,428,0
2017-07-24 05:43:35 EDT,429,0
2017-07-24 05:44:35 EDT,430,0
2017-07-24 05:45:35 EDT,431,0
2017-07-24 05:46:36 EDT,432,0
2017-07-24 05:47:36 EDT,433,0
2017-07-24 05:48:36 EDT,434,0
2017-07-24 05:49:36 EDT,435,0
2017-07-24 05:50:36 EDT,436,0
2017-07-24 05:51:37 EDT,437,0
2017-07-24 05:52:37 EDT,438,0
2017-07-24 05:53:37 EDT,439,0
2017-07-24 05:54:37 EDT,440,0
2017-07-24 05:55:37 EDT,441,0
2017-07-24 05:56:37 EDT,442,0
2017-07-24 05:57:38 EDT,443,0
2017-07-24 05:58:38 EDT,444,0
2017-07-24 05:59:38 EDT,445,0
2017-07-24 06:00:38 EDT,446,0
2017-07-24 06:01:38 EDT,447,0
2017-07-24 06:02:39 EDT,448,0
2017-07-24 06:03:39 EDT,449,0
2017-07-24 06:04:39 EDT,450,0
2017-07-24 06:05:39 EDT,451,0
2017-07-24 06:06:40 EDT,452,0
2017-07-24 06:07:40 EDT,453,0
2017-07-24 06:08:40 EDT,454,0
2017-07-24 06:09:40 EDT,455,0
2017-07-24 06:10:40 EDT,456,0
2017-07-24 06:11:41 EDT,457,0
2017-07-24 06:12:41 EDT,458,0
2017-07-24 06:13:41 EDT,459,0
2017-07-24 06:14:41 EDT,460,0
2017-07-24 06:15:41 EDT,461,0
2017-07-24 06:16:42 EDT,462,0
2017-07-24 06:17:42 EDT,463,0
2017-07-24 06:18:42 EDT,464,0
2017-07-24 06:19:42 EDT,465,0
2017-07-24 06:20:42 EDT,466,0
2017-07-24 06:21:43 EDT,467,0
2017-07-24 06:22:43 EDT,468,0
2017-07-24 06:23:43 EDT,469,0
2017-07-24 06:24:43 EDT,470,0
2017-07-24 06:25:43 EDT,471,0
2017-07-24 06:26:44 EDT,472,0
2017-07-24 06:27:44 EDT,473,0
2017-07-24 06:28:44 EDT,474,0
2017-07-24 06:29:44 EDT,475,0
2017-07-24 06:30:44 EDT,476,0
2017-07-24 06:31:44 EDT,477,0
2017-07-24 06:32:45 EDT,478,0
2017-07-24 06:33:45 EDT,479,0
2017-07-24 06:34:45 EDT,480,0
2017-07-24 06:35:45 EDT,481,0
2017-07-24 06:36:45 EDT,482,0
2017-07-24 06:37:45 EDT,483,0
2017-07-24 06:38:46 EDT,484,0
2017-07-24 06:39:46 EDT,485,0
2017-07-24 06:40:46 EDT,486,0
2017-07-24 06:41:46 EDT,487,0
2017-07-24 06:42:46 EDT,488,0
2017-07-24 06:43:47 EDT,489,0
2017-07-24 06:44:47 EDT,490,0
2017-07-24 06:45:47 EDT,491,0
2017-07-24 06:46:48 EDT,492,0
2017-07-24 06:47:48 EDT,493,0
2017-07-24 06:48:48 EDT,494,0
2017-07-24 06:49:49 EDT,495,0
2017-07-24 06:50:49 EDT,496,0
2017-07-24 06:51:49 EDT,497,0
2017-07-24 06:52:49 EDT,498,0
2017-07-24 06:53:49 EDT,499,0
2017-07-24 06:54:50 EDT,500,0
2017-07-24 06:55:50 EDT,501,0
2017-07-24 06:56:50 EDT,502,0
2017-07-24 06:57:50 EDT,503,0
2017-07-24 06:58:50 EDT,504,0
2017-07-24 06:59:51 EDT,505,0
2017-07-24 07:00:51 EDT,506,0
2017-07-24 07:01:52 EDT,507,0
2017-07-24 07:02:52 EDT,508,0
2017-07-24 07:03:52 EDT,509,0
2017-07-24 07:04:52 EDT,510,0
2017-07-24 07:05:52 EDT,511,0
2017-07-24 07:06:52 EDT,512,0
2017-07-24 07:07:53 EDT,513,0
2017-07-24 07:08:54 EDT,514,0
2017-07-24 07:09:55 EDT,515,0
2017-07-24 07:10:56 EDT,516,0
2017-07-24 07:11:56 EDT,517,0
2017-07-24 07:12:57 EDT,518,0
2017-07-24 07:13:57 EDT,519,0
2017-07-24 07:14:59 EDT,520,0
2017-07-24 07:16:00 EDT,521,0
2017-07-24 07:17:00 EDT,522,0
2017-07-24 07:18:01 EDT,523,0
2017-07-24 07:19:02 EDT,524,0
2017-07-24 07:20:03 EDT,525,0
2017-07-24 07:21:04 EDT,526,0
2017-07-24 07:22:09 EDT,527,0
2017-07-24 07:23:10 EDT,528,0
2017-07-24 07:24:15 EDT,529,0
2017-07-24 07:25:17 EDT,530,0
2017-07-24 07:27:32 EDT,531,0
2017-07-24 07:28:32 EDT,532,0
2017-07-24 07:30:47 EDT,533,0
2017-07-24 07:31:47 EDT,534,0
2017-07-24 07:32:48 EDT,535,0
2017-07-24 07:33:48 EDT,536,1
2017-07-24 07:34:52 EDT,537,1
2017-07-24 07:35:52 EDT,538,1
2017-07-24 07:36:53 EDT,539,1
2017-07-24 07:37:53 EDT,540,1
2017-07-24 07:38:55 EDT,541,1
2017-07-24 07:39:55 EDT,542,1
2017-07-24 07:40:56 EDT,543,0
2017-07-24 07:41:56 EDT,544,0
2017-07-24 07:42:57 EDT,545,0
2017-07-24 07:43:57 EDT,546,0
2017-07-24 07:44:57 EDT,547,0
2017-07-24 07:45:57 EDT,548,0
2017-07-24 07:46:58 EDT,549,0
2017-07-24 07:47:58 EDT,550,0
2017-07-24 07:48:58 EDT,551,0
2017-07-24 07:49:58 EDT,552,0
2017-07-24 07:50:58 EDT,553,0
2017-07-24 07:51:59 EDT,554,0
2017-07-24 07:52:59 EDT,555,0
2017-07-24 07:54:00 EDT,556,0
2017-07-24 07:55:00 EDT,557,0
2017-07-24 07:56:00 EDT,558,0
2017-07-24 07:57:00 EDT,559,0
2017-07-24 07:58:00 EDT,560,0
2017-07-24 07:59:01 EDT,561,0
2017-07-24 08:00:01 EDT,562,0
2017-07-24 08:01:01 EDT,563,0
2017-07-24 08:02:02 EDT,564,0
2017-07-24 08:03:02 EDT,565,0
2017-07-24 08:04:02 EDT,566,0
2017-07-24 08:05:03 EDT,567,0
2017-07-24 08:06:03 EDT,568,0
2017-07-24 08:07:04 EDT,569,0
2017-07-24 08:08:04 EDT,570,0
2017-07-24 08:09:05 EDT,571,0
2017-07-24 08:10:06 EDT,572,0
2017-07-24 08:11:06 EDT,573,0
2017-07-24 08:12:08 EDT,574,0
2017-07-24 08:13:08 EDT,575,0
2017-07-24 08:14:09 EDT,576,0
2017-07-24 08:15:11 EDT,577,0
2017-07-24 08:16:11 EDT,578,0
2017-07-24 08:17:11 EDT,579,0
2017-07-24 08:18:11 EDT,580,0
2017-07-24 08:19:12 EDT,581,0
2017-07-24 08:20:13 EDT,582,0
2017-07-24 08:21:13 EDT,583,0
2017-07-24 08:22:16 EDT,584,0
2017-07-24 08:23:17 EDT,585,0
2017-07-24 08:24:17 EDT,586,0
2017-07-24 08:25:18 EDT,587,0
2017-07-24 08:26:18 EDT,588,0
2017-07-24 08:27:18 EDT,589,0
2017-07-24 08:28:19 EDT,590,0
2017-07-24 08:29:19 EDT,591,0
2017-07-24 08:30:19 EDT,592,0
2017-07-24 08:31:20 EDT,593,0
2017-07-24 08:32:20 EDT,594,0
2017-07-24 08:33:20 EDT,595,0
2017-07-24 08:34:20 EDT,596,0
2017-07-24 08:35:20 EDT,597,0
2017-07-24 08:36:21 EDT,598,0
2017-07-24 08:37:21 EDT,599,0
2017-07-24 08:38:21 EDT,600,0
2017-07-24 08:39:21 EDT,601,0
2017-07-24 08:40:21 EDT,602,1
2017-07-24 08:41:22 EDT,603,1
2017-07-24 08:42:22 EDT,604,1
2017-07-24 08:43:22 EDT,605,1
2017-07-24 08:44:22 EDT,606,1
2017-07-24 08:45:22 EDT,607,1
2017-07-24 08:46:23 EDT,608,1
2017-07-24 08:47:23 EDT,609,0
2017-07-24 08:48:23 EDT,610,0
2017-07-24 08:49:24 EDT,611,0
2017-07-24 08:50:24 EDT,612,0
2017-07-24 08:51:24 EDT,613,0
2017-07-24 08:52:24 EDT,614,0
2017-07-24 08:53:25 EDT,615,0
2017-07-24 08:54:25 EDT,616,0
2017-07-24 08:55:25 EDT,617,0
2017-07-24 08:56:25 EDT,618,0
2017-07-24 08:57:25 EDT,619,0
2017-07-24 08:58:26 EDT,620,0
2017-07-24 08:59:26 EDT,621,0
2017-07-24 09:00:28 EDT,622,0
2017-07-24 09:01:28 EDT,623,0
2017-07-24 09:02:29 EDT,624,0
2017-07-24 09:03:29 EDT,625,0
2017-07-24 09:04:30 EDT,626,0
2017-07-24 09:05:31 EDT,627,0
2017-07-24 09:06:31 EDT,628,0
2017-07-24 09:07:32 EDT,629,0
2017-07-24 09:08:32 EDT,630,0
2017-07-24 09:09:32 EDT,631,0
2017-07-24 09:10:32 EDT,632,0
2017-07-24 09:11:33 EDT,633,0
2017-07-24 09:12:33 EDT,634,0
2017-07-24 09:13:33 EDT,635,0
2017-07-24 09:14:33 EDT,636,0
2017-07-24 09:15:33 EDT,637,0
2017-07-24 09:16:34 EDT,638,0
2017-07-24 09:17:34 EDT,639,0
2017-07-24 09:18:34 EDT,640,0
2017-07-24 09:19:34 EDT,641,0
2017-07-24 09:20:34 EDT,642,0
2017-07-24 09:21:34 EDT,643,0
2017-07-24 09:22:35 EDT,644,0
2017-07-24 09:23:35 EDT,645,0
2017-07-24 09:24:35 EDT,646,0
2017-07-24 09:25:35 EDT,647,0
2017-07-24 09:26:35 EDT,648,0
2017-07-24 09:27:35 EDT,649,0
2017-07-24 09:28:36 EDT,650,0
2017-07-24 09:29:36 EDT,651,0
2017-07-24 09:30:36 EDT,652,0
2017-07-24 09:31:36 EDT,653,0
2017-07-24 09:32:36 EDT,654,0
2017-07-24 09:33:36 EDT,655,0
2017-07-24 09:34:37 EDT,656,0
2017-07-24 09:35:37 EDT,657,0
2017-07-24 09:36:37 EDT,658,0
2017-07-24 09:37:37 EDT,659,0
2017-07-24 09:38:37 EDT,660,0
2017-07-24 09:39:38 EDT,661,0
2017-07-24 09:40:38 EDT,662,0
2017-07-24 09:41:38 EDT,663,0
2017-07-24 09:42:38 EDT,664,0
2017-07-24 09:43:39 EDT,665,0
